2025-07-30 23:20:44,511 - snake_game - INFO - Logging for snake_game started. Log file: logs\application_snake_game.log
2025-07-30 23:20:44,511 - snake_game - INFO - Snake Game application started.
2025-07-30 23:20:47,560 - snake_game - DEBUG - Gaze coordinates: (472, 47)
2025-07-30 23:20:47,600 - snake_game - DEBUG - Gaze coordinates: (471, 47)
2025-07-30 23:20:47,628 - snake_game - DEBUG - Gaze coordinates: (471, 48)
2025-07-30 23:20:47,660 - snake_game - DEBUG - Gaze coordinates: (472, 48)
2025-07-30 23:20:47,692 - snake_game - DEBUG - Gaze coordinates: (471, 49)
2025-07-30 23:20:47,723 - snake_game - DEBUG - Gaze coordinates: (471, 50)
2025-07-30 23:20:47,754 - snake_game - DEBUG - Gaze coordinates: (469, 51)
2025-07-30 23:20:47,785 - snake_game - DEBUG - Gaze coordinates: (469, 52)
2025-07-30 23:20:47,816 - snake_game - DEBUG - Gaze coordinates: (468, 53)
2025-07-30 23:20:47,848 - snake_game - DEBUG - Gaze coordinates: (467, 55)
2025-07-30 23:20:47,884 - snake_game - DEBUG - Gaze coordinates: (465, 56)
2025-07-30 23:20:47,915 - snake_game - DEBUG - Gaze coordinates: (463, 57)
2025-07-30 23:20:47,958 - snake_game - DEBUG - Gaze coordinates: (463, 58)
2025-07-30 23:20:47,994 - snake_game - DEBUG - Gaze coordinates: (462, 59)
2025-07-30 23:20:48,025 - snake_game - DEBUG - Gaze coordinates: (461, 60)
2025-07-30 23:20:48,055 - snake_game - DEBUG - Gaze coordinates: (460, 61)
2025-07-30 23:20:48,094 - snake_game - DEBUG - Gaze coordinates: (459, 62)
2025-07-30 23:20:48,126 - snake_game - DEBUG - Gaze coordinates: (458, 63)
2025-07-30 23:20:48,156 - snake_game - DEBUG - Gaze coordinates: (456, 64)
2025-07-30 23:20:48,187 - snake_game - DEBUG - Gaze coordinates: (456, 64)
2025-07-30 23:20:48,217 - snake_game - DEBUG - Gaze coordinates: (456, 64)
2025-07-30 23:20:48,255 - snake_game - DEBUG - Gaze coordinates: (458, 65)
2025-07-30 23:20:48,286 - snake_game - DEBUG - Gaze coordinates: (459, 66)
2025-07-30 23:20:48,317 - snake_game - DEBUG - Gaze coordinates: (459, 67)
2025-07-30 23:20:48,357 - snake_game - DEBUG - Gaze coordinates: (460, 68)
2025-07-30 23:20:48,391 - snake_game - DEBUG - Gaze coordinates: (459, 69)
2025-07-30 23:20:48,429 - snake_game - DEBUG - Gaze coordinates: (461, 69)
2025-07-30 23:20:48,463 - snake_game - DEBUG - Gaze coordinates: (462, 70)
2025-07-30 23:20:48,494 - snake_game - DEBUG - Gaze coordinates: (462, 71)
2025-07-30 23:20:48,525 - snake_game - DEBUG - Gaze coordinates: (462, 72)
2025-07-30 23:20:48,556 - snake_game - DEBUG - Gaze coordinates: (463, 74)
2025-07-30 23:20:48,592 - snake_game - DEBUG - Gaze coordinates: (463, 76)
2025-07-30 23:20:48,623 - snake_game - DEBUG - Gaze coordinates: (463, 78)
2025-07-30 23:20:48,654 - snake_game - DEBUG - Gaze coordinates: (464, 82)
2025-07-30 23:20:48,684 - snake_game - DEBUG - Gaze coordinates: (466, 88)
2025-07-30 23:20:48,715 - snake_game - DEBUG - Gaze coordinates: (468, 96)
2025-07-30 23:20:48,749 - snake_game - DEBUG - Gaze coordinates: (471, 106)
2025-07-30 23:20:48,795 - snake_game - DEBUG - Gaze coordinates: (473, 118)
2025-07-30 23:20:48,825 - snake_game - DEBUG - Gaze coordinates: (476, 132)
2025-07-30 23:20:48,857 - snake_game - DEBUG - Gaze coordinates: (479, 148)
2025-07-30 23:20:48,891 - snake_game - DEBUG - Gaze coordinates: (483, 167)
2025-07-30 23:20:48,924 - snake_game - DEBUG - Gaze coordinates: (487, 187)
2025-07-30 23:20:48,955 - snake_game - DEBUG - Gaze coordinates: (490, 208)
2025-07-30 23:20:48,985 - snake_game - DEBUG - Gaze coordinates: (495, 230)
2025-07-30 23:20:49,018 - snake_game - DEBUG - Gaze coordinates: (501, 253)
2025-07-30 23:20:49,049 - snake_game - DEBUG - Gaze coordinates: (509, 277)
2025-07-30 23:20:49,081 - snake_game - DEBUG - Gaze coordinates: (517, 301)
2025-07-30 23:20:49,146 - snake_game - DEBUG - Gaze coordinates: (531, 328)
2025-07-30 23:20:49,179 - snake_game - DEBUG - Gaze coordinates: (544, 353)
2025-07-30 23:20:49,210 - snake_game - DEBUG - Gaze coordinates: (560, 378)
2025-07-30 23:20:49,242 - snake_game - DEBUG - Gaze coordinates: (576, 403)
2025-07-30 23:20:49,274 - snake_game - DEBUG - Gaze coordinates: (594, 428)
2025-07-30 23:20:49,305 - snake_game - DEBUG - Gaze coordinates: (614, 454)
2025-07-30 23:20:49,335 - snake_game - DEBUG - Gaze coordinates: (633, 480)
2025-07-30 23:20:49,369 - snake_game - DEBUG - Gaze coordinates: (653, 504)
2025-07-30 23:20:49,401 - snake_game - DEBUG - Gaze coordinates: (673, 526)
2025-07-30 23:20:49,438 - snake_game - DEBUG - Gaze coordinates: (693, 547)
2025-07-30 23:20:49,468 - snake_game - DEBUG - Gaze coordinates: (712, 566)
2025-07-30 23:20:49,498 - snake_game - DEBUG - Gaze coordinates: (729, 584)
2025-07-30 23:20:49,544 - snake_game - DEBUG - Gaze coordinates: (744, 601)
2025-07-30 23:20:49,578 - snake_game - DEBUG - Gaze coordinates: (759, 617)
2025-07-30 23:20:49,608 - snake_game - DEBUG - Gaze coordinates: (771, 632)
2025-07-30 23:20:49,641 - snake_game - DEBUG - Gaze coordinates: (782, 644)
2025-07-30 23:20:49,670 - snake_game - DEBUG - Gaze coordinates: (792, 656)
2025-07-30 23:20:49,700 - snake_game - DEBUG - Gaze coordinates: (801, 664)
2025-07-30 23:20:49,732 - snake_game - DEBUG - Gaze coordinates: (809, 672)
2025-07-30 23:20:49,764 - snake_game - DEBUG - Gaze coordinates: (814, 679)
2025-07-30 23:20:49,795 - snake_game - DEBUG - Gaze coordinates: (822, 685)
2025-07-30 23:20:49,826 - snake_game - DEBUG - Gaze coordinates: (830, 690)
2025-07-30 23:20:49,856 - snake_game - DEBUG - Gaze coordinates: (836, 693)
2025-07-30 23:20:49,887 - snake_game - DEBUG - Gaze coordinates: (840, 695)
2025-07-30 23:20:49,944 - snake_game - DEBUG - Gaze coordinates: (843, 696)
2025-07-30 23:20:49,980 - snake_game - DEBUG - Gaze coordinates: (845, 697)
2025-07-30 23:20:50,012 - snake_game - DEBUG - Gaze coordinates: (846, 696)
2025-07-30 23:20:50,045 - snake_game - DEBUG - Gaze coordinates: (848, 695)
2025-07-30 23:20:50,076 - snake_game - DEBUG - Gaze coordinates: (847, 694)
2025-07-30 23:20:50,110 - snake_game - DEBUG - Gaze coordinates: (844, 693)
2025-07-30 23:20:50,141 - snake_game - DEBUG - Gaze coordinates: (841, 691)
2025-07-30 23:20:50,172 - snake_game - DEBUG - Gaze coordinates: (837, 690)
2025-07-30 23:20:50,204 - snake_game - DEBUG - Gaze coordinates: (832, 689)
2025-07-30 23:20:50,234 - snake_game - DEBUG - Gaze coordinates: (826, 686)
2025-07-30 23:20:50,267 - snake_game - DEBUG - Gaze coordinates: (820, 681)
2025-07-30 23:20:50,297 - snake_game - DEBUG - Gaze coordinates: (815, 675)
2025-07-30 23:20:50,348 - snake_game - DEBUG - Gaze coordinates: (810, 668)
2025-07-30 23:20:50,380 - snake_game - DEBUG - Gaze coordinates: (806, 661)
2025-07-30 23:20:50,415 - snake_game - DEBUG - Gaze coordinates: (802, 653)
2025-07-30 23:20:50,447 - snake_game - DEBUG - Gaze coordinates: (799, 647)
2025-07-30 23:20:50,477 - snake_game - DEBUG - Gaze coordinates: (796, 641)
2025-07-30 23:20:50,509 - snake_game - DEBUG - Gaze coordinates: (794, 632)
2025-07-30 23:20:50,538 - snake_game - DEBUG - Gaze coordinates: (794, 623)
2025-07-30 23:20:50,568 - snake_game - DEBUG - Gaze coordinates: (794, 614)
2025-07-30 23:20:50,601 - snake_game - DEBUG - Gaze coordinates: (795, 605)
2025-07-30 23:20:50,634 - snake_game - DEBUG - Gaze coordinates: (797, 596)
2025-07-30 23:20:50,664 - snake_game - DEBUG - Gaze coordinates: (799, 588)
2025-07-30 23:20:50,696 - snake_game - DEBUG - Gaze coordinates: (801, 581)
2025-07-30 23:20:50,749 - snake_game - DEBUG - Gaze coordinates: (804, 574)
2025-07-30 23:20:50,780 - snake_game - DEBUG - Gaze coordinates: (807, 568)
2025-07-30 23:20:50,812 - snake_game - DEBUG - Gaze coordinates: (809, 562)
2025-07-30 23:20:50,841 - snake_game - DEBUG - Gaze coordinates: (811, 557)
2025-07-30 23:20:50,872 - snake_game - DEBUG - Gaze coordinates: (813, 552)
2025-07-30 23:20:50,904 - snake_game - DEBUG - Gaze coordinates: (815, 548)
2025-07-30 23:20:50,936 - snake_game - DEBUG - Gaze coordinates: (815, 545)
2025-07-30 23:20:50,969 - snake_game - DEBUG - Gaze coordinates: (816, 542)
2025-07-30 23:20:51,002 - snake_game - DEBUG - Gaze coordinates: (816, 540)
2025-07-30 23:20:51,035 - snake_game - DEBUG - Gaze coordinates: (818, 538)
2025-07-30 23:20:51,066 - snake_game - DEBUG - Gaze coordinates: (819, 536)
2025-07-30 23:20:51,098 - snake_game - DEBUG - Gaze coordinates: (820, 535)
2025-07-30 23:20:51,147 - snake_game - DEBUG - Gaze coordinates: (821, 537)
2025-07-30 23:20:51,177 - snake_game - DEBUG - Gaze coordinates: (821, 539)
2025-07-30 23:20:51,211 - snake_game - DEBUG - Gaze coordinates: (822, 544)
2025-07-30 23:20:51,242 - snake_game - DEBUG - Gaze coordinates: (822, 554)
2025-07-30 23:20:51,273 - snake_game - DEBUG - Gaze coordinates: (823, 564)
2025-07-30 23:20:51,304 - snake_game - DEBUG - Gaze coordinates: (824, 573)
2025-07-30 23:20:51,332 - snake_game - DEBUG - Gaze coordinates: (825, 583)
2025-07-30 23:20:51,361 - snake_game - DEBUG - Gaze coordinates: (825, 593)
2025-07-30 23:20:51,392 - snake_game - DEBUG - Gaze coordinates: (827, 604)
2025-07-30 23:20:51,425 - snake_game - DEBUG - Gaze coordinates: (829, 615)
2025-07-30 23:20:51,455 - snake_game - DEBUG - Gaze coordinates: (831, 627)
2025-07-30 23:20:51,486 - snake_game - DEBUG - Gaze coordinates: (832, 640)
2025-07-30 23:20:51,542 - snake_game - DEBUG - Gaze coordinates: (835, 655)
2025-07-30 23:20:51,582 - snake_game - DEBUG - Gaze coordinates: (837, 670)
2025-07-30 23:20:51,614 - snake_game - DEBUG - Gaze coordinates: (839, 686)
2025-07-30 23:20:51,644 - snake_game - DEBUG - Gaze coordinates: (839, 703)
2025-07-30 23:20:51,675 - snake_game - DEBUG - Gaze coordinates: (839, 719)
2025-07-30 23:20:51,706 - snake_game - DEBUG - Gaze coordinates: (839, 733)
2025-07-30 23:20:51,739 - snake_game - DEBUG - Gaze coordinates: (838, 746)
2025-07-30 23:20:51,774 - snake_game - DEBUG - Gaze coordinates: (836, 758)
2025-07-30 23:20:51,805 - snake_game - DEBUG - Gaze coordinates: (834, 769)
2025-07-30 23:20:51,835 - snake_game - DEBUG - Gaze coordinates: (832, 778)
2025-07-30 23:20:51,864 - snake_game - DEBUG - Gaze coordinates: (828, 787)
2025-07-30 23:20:51,895 - snake_game - DEBUG - Gaze coordinates: (824, 794)
2025-07-30 23:20:51,947 - snake_game - DEBUG - Gaze coordinates: (818, 801)
2025-07-30 23:20:51,975 - snake_game - DEBUG - Gaze coordinates: (813, 808)
2025-07-30 23:20:52,007 - snake_game - DEBUG - Gaze coordinates: (807, 813)
2025-07-30 23:20:52,044 - snake_game - DEBUG - Gaze coordinates: (802, 818)
2025-07-30 23:20:52,076 - snake_game - DEBUG - Gaze coordinates: (797, 823)
2025-07-30 23:20:52,105 - snake_game - DEBUG - Gaze coordinates: (793, 827)
2025-07-30 23:20:52,134 - snake_game - DEBUG - Gaze coordinates: (789, 830)
2025-07-30 23:20:52,164 - snake_game - DEBUG - Gaze coordinates: (785, 834)
2025-07-30 23:20:52,194 - snake_game - DEBUG - Gaze coordinates: (782, 837)
2025-07-30 23:20:52,225 - snake_game - DEBUG - Gaze coordinates: (779, 839)
2025-07-30 23:20:52,256 - snake_game - DEBUG - Gaze coordinates: (776, 842)
2025-07-30 23:20:52,288 - snake_game - DEBUG - Gaze coordinates: (773, 844)
2025-07-30 23:20:52,345 - snake_game - DEBUG - Gaze coordinates: (772, 846)
2025-07-30 23:20:52,377 - snake_game - DEBUG - Gaze coordinates: (770, 848)
2025-07-30 23:20:52,416 - snake_game - DEBUG - Gaze coordinates: (769, 849)
2025-07-30 23:20:52,447 - snake_game - DEBUG - Gaze coordinates: (769, 851)
2025-07-30 23:20:52,479 - snake_game - DEBUG - Gaze coordinates: (771, 852)
2025-07-30 23:20:52,508 - snake_game - DEBUG - Gaze coordinates: (772, 853)
2025-07-30 23:20:52,539 - snake_game - DEBUG - Gaze coordinates: (773, 854)
2025-07-30 23:20:52,573 - snake_game - DEBUG - Gaze coordinates: (775, 855)
2025-07-30 23:20:52,603 - snake_game - DEBUG - Gaze coordinates: (777, 856)
2025-07-30 23:20:52,632 - snake_game - DEBUG - Gaze coordinates: (779, 856)
2025-07-30 23:20:52,660 - snake_game - DEBUG - Gaze coordinates: (783, 857)
2025-07-30 23:20:52,689 - snake_game - DEBUG - Gaze coordinates: (786, 857)
2025-07-30 23:20:52,748 - snake_game - DEBUG - Gaze coordinates: (792, 856)
2025-07-30 23:20:52,776 - snake_game - DEBUG - Gaze coordinates: (800, 855)
2025-07-30 23:20:52,816 - snake_game - DEBUG - Gaze coordinates: (807, 854)
2025-07-30 23:20:52,849 - snake_game - DEBUG - Gaze coordinates: (813, 853)
2025-07-30 23:20:52,879 - snake_game - DEBUG - Gaze coordinates: (819, 851)
2025-07-30 23:20:52,908 - snake_game - DEBUG - Gaze coordinates: (827, 850)
2025-07-30 23:20:52,938 - snake_game - DEBUG - Gaze coordinates: (838, 847)
2025-07-30 23:20:52,967 - snake_game - DEBUG - Gaze coordinates: (852, 844)
2025-07-30 23:20:52,996 - snake_game - DEBUG - Gaze coordinates: (865, 841)
2025-07-30 23:20:53,025 - snake_game - DEBUG - Gaze coordinates: (880, 839)
2025-07-30 23:20:53,056 - snake_game - DEBUG - Gaze coordinates: (897, 836)
2025-07-30 23:20:53,085 - snake_game - DEBUG - Gaze coordinates: (914, 833)
2025-07-30 23:20:53,145 - snake_game - DEBUG - Gaze coordinates: (932, 830)
2025-07-30 23:20:53,175 - snake_game - DEBUG - Gaze coordinates: (948, 827)
2025-07-30 23:20:53,212 - snake_game - DEBUG - Gaze coordinates: (962, 824)
2025-07-30 23:20:53,243 - snake_game - DEBUG - Gaze coordinates: (975, 822)
2025-07-30 23:20:53,275 - snake_game - DEBUG - Gaze coordinates: (988, 821)
2025-07-30 23:20:53,305 - snake_game - DEBUG - Gaze coordinates: (997, 819)
2025-07-30 23:20:53,336 - snake_game - DEBUG - Gaze coordinates: (1005, 819)
2025-07-30 23:20:53,366 - snake_game - DEBUG - Gaze coordinates: (1014, 817)
2025-07-30 23:20:53,401 - snake_game - DEBUG - Gaze coordinates: (1021, 817)
2025-07-30 23:20:53,431 - snake_game - DEBUG - Gaze coordinates: (1028, 817)
2025-07-30 23:20:53,461 - snake_game - DEBUG - Gaze coordinates: (1033, 816)
2025-07-30 23:20:53,491 - snake_game - DEBUG - Gaze coordinates: (1039, 816)
2025-07-30 23:20:53,547 - snake_game - DEBUG - Gaze coordinates: (1042, 816)
2025-07-30 23:20:53,579 - snake_game - DEBUG - Gaze coordinates: (1046, 816)
2025-07-30 23:20:53,609 - snake_game - DEBUG - Gaze coordinates: (1050, 816)
2025-07-30 23:20:53,644 - snake_game - DEBUG - Gaze coordinates: (1053, 816)
2025-07-30 23:20:53,671 - snake_game - DEBUG - Gaze coordinates: (1056, 817)
2025-07-30 23:20:53,704 - snake_game - DEBUG - Gaze coordinates: (1059, 817)
2025-07-30 23:20:53,737 - snake_game - DEBUG - Gaze coordinates: (1061, 818)
2025-07-30 23:20:53,770 - snake_game - DEBUG - Gaze coordinates: (1062, 819)
2025-07-30 23:20:53,801 - snake_game - DEBUG - Gaze coordinates: (1063, 819)
2025-07-30 23:20:53,832 - snake_game - DEBUG - Gaze coordinates: (1063, 820)
2025-07-30 23:20:53,861 - snake_game - DEBUG - Gaze coordinates: (1064, 819)
2025-07-30 23:20:53,892 - snake_game - DEBUG - Gaze coordinates: (1064, 820)
2025-07-30 23:20:53,940 - snake_game - DEBUG - Gaze coordinates: (1064, 820)
2025-07-30 23:20:53,980 - snake_game - DEBUG - Gaze coordinates: (1062, 820)
2025-07-30 23:20:54,008 - snake_game - DEBUG - Gaze coordinates: (1061, 821)
2025-07-30 23:20:54,044 - snake_game - DEBUG - Gaze coordinates: (1059, 820)
2025-07-30 23:20:54,078 - snake_game - DEBUG - Gaze coordinates: (1058, 821)
2025-07-30 23:20:54,107 - snake_game - DEBUG - Gaze coordinates: (1056, 821)
2025-07-30 23:20:54,136 - snake_game - DEBUG - Gaze coordinates: (1055, 820)
2025-07-30 23:20:54,169 - snake_game - DEBUG - Gaze coordinates: (1052, 820)
2025-07-30 23:20:54,198 - snake_game - DEBUG - Gaze coordinates: (1049, 820)
2025-07-30 23:20:54,234 - snake_game - DEBUG - Gaze coordinates: (1045, 820)
2025-07-30 23:20:54,264 - snake_game - DEBUG - Gaze coordinates: (1042, 820)
2025-07-30 23:20:54,291 - snake_game - DEBUG - Gaze coordinates: (1038, 819)
2025-07-30 23:20:54,344 - snake_game - DEBUG - Gaze coordinates: (1033, 819)
2025-07-30 23:20:54,372 - snake_game - DEBUG - Gaze coordinates: (1028, 819)
2025-07-30 23:20:54,416 - snake_game - DEBUG - Gaze coordinates: (1025, 819)
2025-07-30 23:20:54,446 - snake_game - DEBUG - Gaze coordinates: (1022, 819)
2025-07-30 23:20:54,477 - snake_game - DEBUG - Gaze coordinates: (1018, 818)
2025-07-30 23:20:54,506 - snake_game - DEBUG - Gaze coordinates: (1016, 817)
2025-07-30 23:20:54,538 - snake_game - DEBUG - Gaze coordinates: (1014, 817)
2025-07-30 23:20:54,569 - snake_game - DEBUG - Gaze coordinates: (1012, 817)
2025-07-30 23:20:54,601 - snake_game - DEBUG - Gaze coordinates: (1006, 816)
2025-07-30 23:20:54,634 - snake_game - DEBUG - Gaze coordinates: (1001, 818)
2025-07-30 23:20:54,666 - snake_game - DEBUG - Gaze coordinates: (997, 819)
2025-07-30 23:20:54,696 - snake_game - DEBUG - Gaze coordinates: (992, 819)
2025-07-30 23:20:54,750 - snake_game - DEBUG - Gaze coordinates: (990, 819)
2025-07-30 23:20:54,779 - snake_game - DEBUG - Gaze coordinates: (991, 820)
2025-07-30 23:20:54,810 - snake_game - DEBUG - Gaze coordinates: (991, 819)
2025-07-30 23:20:54,845 - snake_game - DEBUG - Gaze coordinates: (991, 818)
2025-07-30 23:20:54,875 - snake_game - DEBUG - Gaze coordinates: (991, 817)
2025-07-30 23:20:54,904 - snake_game - DEBUG - Gaze coordinates: (992, 816)
2025-07-30 23:20:54,937 - snake_game - DEBUG - Gaze coordinates: (992, 815)
2025-07-30 23:20:54,969 - snake_game - DEBUG - Gaze coordinates: (994, 815)
2025-07-30 23:20:54,998 - snake_game - DEBUG - Gaze coordinates: (994, 814)
2025-07-30 23:20:55,036 - snake_game - DEBUG - Gaze coordinates: (995, 813)
2025-07-30 23:20:55,069 - snake_game - DEBUG - Gaze coordinates: (995, 812)
2025-07-30 23:20:55,097 - snake_game - DEBUG - Gaze coordinates: (996, 812)
2025-07-30 23:20:55,139 - snake_game - DEBUG - Gaze coordinates: (996, 812)
2025-07-30 23:20:55,185 - snake_game - INFO - Snake Game application terminated.
2025-07-31 11:49:38,094 - snake_game - INFO - Logging for snake_game started. Log file: logs\application_snake_game.log
2025-07-31 11:49:38,095 - snake_game - INFO - Snake Game application started.
2025-07-31 11:49:39,275 - snake_game - DEBUG - Gaze coordinates: (1084, 377)
2025-07-31 11:49:39,331 - snake_game - DEBUG - Gaze coordinates: (1083, 376)
2025-07-31 11:49:39,367 - snake_game - DEBUG - Gaze coordinates: (1081, 376)
2025-07-31 11:49:39,402 - snake_game - DEBUG - Gaze coordinates: (1080, 375)
2025-07-31 11:49:39,436 - snake_game - DEBUG - Gaze coordinates: (1075, 373)
2025-07-31 11:49:39,469 - snake_game - DEBUG - Gaze coordinates: (1065, 372)
2025-07-31 11:49:39,498 - snake_game - DEBUG - Gaze coordinates: (1054, 368)
2025-07-31 11:49:39,528 - snake_game - DEBUG - Gaze coordinates: (1040, 364)
2025-07-31 11:49:39,556 - snake_game - DEBUG - Gaze coordinates: (1020, 360)
2025-07-31 11:49:39,586 - snake_game - DEBUG - Gaze coordinates: (1000, 356)
2025-07-31 11:49:39,618 - snake_game - DEBUG - Gaze coordinates: (978, 352)
2025-07-31 11:49:39,647 - snake_game - DEBUG - Gaze coordinates: (955, 349)
2025-07-31 11:49:39,678 - snake_game - DEBUG - Gaze coordinates: (930, 346)
2025-07-31 11:49:39,709 - snake_game - DEBUG - Gaze coordinates: (908, 345)
2025-07-31 11:49:39,741 - snake_game - DEBUG - Gaze coordinates: (884, 343)
2025-07-31 11:49:39,770 - snake_game - DEBUG - Gaze coordinates: (861, 341)
2025-07-31 11:49:39,801 - snake_game - DEBUG - Gaze coordinates: (836, 338)
2025-07-31 11:49:39,832 - snake_game - DEBUG - Gaze coordinates: (810, 336)
2025-07-31 11:49:39,863 - snake_game - DEBUG - Gaze coordinates: (785, 334)
2025-07-31 11:49:39,895 - snake_game - DEBUG - Gaze coordinates: (759, 332)
2025-07-31 11:49:39,927 - snake_game - DEBUG - Gaze coordinates: (734, 330)
2025-07-31 11:49:39,956 - snake_game - DEBUG - Gaze coordinates: (709, 328)
2025-07-31 11:49:39,988 - snake_game - DEBUG - Gaze coordinates: (684, 326)
2025-07-31 11:49:40,023 - snake_game - DEBUG - Gaze coordinates: (659, 324)
2025-07-31 11:49:40,053 - snake_game - DEBUG - Gaze coordinates: (634, 324)
2025-07-31 11:49:40,082 - snake_game - DEBUG - Gaze coordinates: (611, 324)
2025-07-31 11:49:40,113 - snake_game - DEBUG - Gaze coordinates: (589, 323)
